county,nearest_town,town_size,landcover_types,elevation_m,dist_to_town_m,dist_to_water_m,topographic_hazard,landcover_risk,water_proximity_risk,vulnerability_score,flood_risk_score,risk_category
Kitui,Kakuniike,Town,forests,542.0,31716.28824188533,9914799.7009532,0.0,1.0,0,0.0,0.2,Low
Kitui,Kakuniike,Town,forests,537.0,30281.604798858854,9921120.942725696,0.0,1.0,0,0.0,0.2,Low
Kitui,Kakuniike,Town,forests,563.0,30134.953236170615,9927442.193109317,0.0,1.0,0,0.0,0.2,Low
Kitui,Kakuniike,Town,forests,577.0,31294.446662277125,9933763.452087624,0.0,1.0,0,0.0,0.2,Low
Kitui,Kakuniike,Town,forests,571.0,33625.23673150906,9940084.719644222,0.0,1.0,0,0.0,0.2,Low
Kitui,Masyungwa,Town,forests,566.0,34150.874629085636,9946405.995762754,0.0,1.0,0,0.0,0.2,Low
Kitui,Masyungwa,Town,forests,549.0,30869.752257344648,9952727.280426908,0.0,1.0,0,0.0,0.2,Low
Kitui,Masyungwa,Town,forests,534.0,28630.19627819804,9959048.57362041,0.0,1.0,0,0.0,0.2,Low
Kitui,Masyungwa,Town,"forests,protected_areas",525.0,27686.130849695386,9965369.875327028,0.0,1.0,0,0.0,0.2,Low
Tana River,Masyungwa,Town,"forests,protected_areas",503.0,28168.115164575076,9971691.185530575,0.0,1.0,0,0.0,0.2,Low
Tana River,Masyungwa,Town,"forests,protected_areas",491.0,30007.51156665734,9978012.5042149,2.0,1.0,0,0.0,0.8,Low
Tana River,Kora Wells,Town,"forests,protected_areas",480.0,29489.675164956432,9984333.831363894,2.0,1.0,0,0.0,0.8,Low
Tana River,Kora Wells,Town,"forests,protected_areas",446.0,23784.935679294675,9990655.166961491,2.0,1.0,0,0.0,0.8,Low
Tana River,Kora Wells,Town,"forests,protected_areas",377.0,18490.336860147287,9996976.510991665,2.0,1.0,0,0.0,0.8,Low
Tana River,Kora Wells,Town,"forests,protected_areas",323.0,14076.544928897078,10003297.863438426,2.0,1.0,0,0.0,0.8,Low
Isiolo,Kora Wells,Town,forests,355.0,11597.105029652643,10009619.224285832,2.0,1.0,0,0.0,0.8,Low
Isiolo,Kora Wells,Town,rangeland,419.0,12285.102400970502,10015940.593517976,2.0,3.0,0,0.0,1.4,Low
Isiolo,Kora Wells,Town,rangeland,470.0,15730.283053266008,10022261.971118992,2.0,3.0,0,0.0,1.4,Low
Isiolo,Kora Wells,Town,forests,495.0,20592.402406455745,10028583.357073056,2.0,1.0,0,0.0,0.8,Low
Isiolo,Kora Wells,Town,forests,518.0,26090.983822058934,10034904.751364378,0.0,1.0,0,0.0,0.2,Low
Isiolo,Benane,Town,rangeland,509.0,25517.63433744071,10041226.153977219,0.0,3.0,0,0.0,0.8,Low
Isiolo,Benane,Town,rangeland,524.0,19316.83585680718,10047547.564895866,0.0,3.0,0,0.0,0.8,Low
Isiolo,Benane,Town,rangeland,510.0,13236.986094210797,10053868.984104654,0.0,3.0,0,0.0,0.8,Low
Isiolo,Benane,Town,forests,479.0,7575.131827092407,10060190.411587957,2.0,1.0,0,1.5,1.2,Low
Isiolo,Benane,Town,rangeland,454.0,4431.095974736576,10066511.847330187,2.0,3.0,0,3.0,2.0,Low
Isiolo,Benane,Town,forests,474.0,7872.342019807385,10072833.291315792,2.0,1.0,0,1.5,1.2,Low
Isiolo,Benane,Town,forests,502.0,13579.399626504972,10079154.743529264,0.0,1.0,0,0.0,0.2,Low
Isiolo,Benane,Town,forests,456.0,19670.119154591353,10085476.203955129,2.0,1.0,0,0.0,0.8,Low
Isiolo,Benane,Town,forests,422.0,25874.973408591555,10091797.672577959,2.0,1.0,0,0.0,0.8,Low
Isiolo,Kittermasters,Town,rangeland,396.0,27533.441841689444,10098119.149382355,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,361.0,24042.070482926752,10104440.634352965,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,316.0,17808.06936953097,10110762.12747447,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,"floodplains,rangeland,wetlands",307.0,11675.64491726416,10117083.628731592,2.0,10.0,0,0.0,3.1,Low
Isiolo,Merti,Town,"floodplains,rangeland",305.0,5966.674266125621,10123405.13810909,2.0,10.0,0,1.5,3.4,Low
Isiolo,Merti,Town,rangeland,305.0,3868.9646369610355,10129726.65559176,2.0,3.0,0,3.0,2.0,Low
Isiolo,Merti,Town,rangeland,303.0,8626.91955022558,10136048.181164442,2.0,3.0,0,1.5,1.6,Low
Isiolo,Merti,Town,forests,309.0,14627.568577520793,10142369.714812001,2.0,1.0,0,0.0,0.8,Low
Isiolo,Merti,Town,rangeland,337.0,20822.942924910567,10148691.256519355,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,324.0,27079.72137260818,10155012.806271449,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,304.0,33363.37565628067,10161334.36405327,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,287.0,39661.13372996429,10167655.929849839,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,292.0,45967.19906966401,10173977.503646217,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,294.0,52278.56558738131,10180299.0854275,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,300.0,58593.52026835509,10186620.675178828,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,307.0,64911.01588330095,10192942.272885365,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,312.0,71230.37636125585,10199263.878532322,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,314.0,77551.14582087209,10205585.492104944,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,"rangeland,wetlands",318.0,83873.00571515353,10211907.113588512,2.0,8.0,0,0.0,2.6,Low
Isiolo,Marsabit,Town,forests,325.0,86987.01170558961,10218228.742968341,2.0,1.0,0,0.0,0.8,Low
Marsabit,Marsabit,Town,forests,333.0,83530.4793854284,10224550.380229786,2.0,1.0,0,0.0,0.8,Low
Marsabit,Marsabit,Town,forests,338.0,80424.0569434953,10230872.02535824,2.0,1.0,0,0.0,0.8,Low
Marsabit,Choba,Town,forests,349.0,76875.25282904154,10237193.678339124,2.0,1.0,0,0.0,0.8,Low
Marsabit,Choba,Town,rangeland,361.0,73623.036864964,10243515.339157904,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,363.0,70788.31672607169,10249837.007800074,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,377.0,68423.00183857349,10256158.68425117,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,386.0,66577.14130459659,10262480.36849676,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,411.0,65294.80435672513,10268802.060522452,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,423.0,64609.55328489589,10275123.76031388,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,455.0,64540.409383304905,10281445.467856726,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,437.0,65089.33613930459,10287767.183136694,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,458.0,66240.96982039267,10294088.906139534,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,468.0,67964.67946247495,10300410.636851026,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,forests,513.0,70218.34798774288,10306732.375256985,0.0,1.0,0,0.0,0.2,Low
Marsabit,Choba,Town,rangeland,615.0,72952.87726895043,10313054.12134326,0.0,3.0,0,0.0,0.8,Low
Marsabit,Choba,Town,rangeland,572.0,76116.45930749364,10319375.875095738,0.0,3.0,0,0.0,0.8,Low
Marsabit,Debel,Town,rangeland,555.0,75914.70041851471,10325697.636500336,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,563.0,71523.80931268813,10332019.405543013,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,569.0,65201.07965169683,10338341.18220975,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,bareareas,575.0,58879.48237625782,10344662.966486575,0.0,5.0,0,0.0,1.2,Low
Marsabit,Sololo,Town,rangeland,579.0,52559.426081771446,10350984.758359542,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,596.0,46241.54261261553,10357306.557814742,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,607.0,39926.86344234266,10363628.3648383,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,623.0,33617.19431321746,10369950.179416375,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,641.0,27316.007223636498,10376272.001535157,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,"floodplains,rangeland",627.0,21030.927601770265,10382593.831180874,0.0,10.0,0,0.0,2.5,Low
Marsabit,Sololo,Town,rangeland,661.0,14782.514973442223,10388915.668339785,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,660.0,8650.59247041407,10395237.51299818,0.0,3.0,0,1.5,1.0,Low
Marsabit,Sololo,Town,forests,740.0,3351.107166046129,10401559.365142388,0.0,1.0,0,3.0,0.8,Low
Marsabit,Sololo,Town,unknown,707.0,5264.433149681628,10407881.224758767,0.0,0.0,0,1.5,0.3,Low
Kwale,Kilibazi,Town,rangeland,468.0,42162.006103458414,9542168.292395499,2.0,3.0,0,0.0,1.4,Low
Kwale,Bungule,Town,forests,596.0,36340.61024676769,9548488.792874752,0.0,1.0,0,0.0,0.2,Low
Kwale,Bungule,Town,rangeland,633.0,30041.62359759408,9554809.303281749,0.0,3.0,0,0.0,0.8,Low
Kwale,Bungule,Town,rangeland,688.0,23758.062034845487,9561129.8235968,0.0,3.0,0,0.0,0.8,Low
Taita Taveta,Bungule,Town,rangeland,630.0,17506.542860416823,9567450.353800269,0.0,3.0,0,0.0,0.8,Low
Taita Taveta,Bungule,Town,rangeland,561.0,11340.18263502207,9573770.893872572,0.0,3.0,0,0.0,0.8,Low
Taita Taveta,Bungule,Town,"floodplains,rangeland",518.0,5550.460293318111,9580091.443794174,0.0,10.0,0,1.5,2.8,Low
Taita Taveta,Bungule,Town,forests,752.0,3619.7575526194905,9586412.003545595,0.0,1.0,0,3.0,0.8,Low
Taita Taveta,Rukanga,Town,unknown,583.0,4745.794596415632,9592732.573107405,0.0,0.0,0,3.0,0.6,Low
Taita Taveta,Rukanga,Town,unknown,570.0,9708.808646051433,9599053.152460221,0.0,0.0,0,1.5,0.3,Low
Taita Taveta,Maungu,Town,unknown,631.0,14926.643229200063,9605373.74158472,0.0,0.0,0,0.0,0.0,Low
Taita Taveta,Maungu,Town,forests,598.0,9563.958601699765,9611694.340461621,0.0,1.0,0,1.5,0.6,Low
Taita Taveta,Maungu,Town,forests,554.0,6342.010578533421,9618014.9490717,0.0,1.0,0,1.5,0.6,Low
Taita Taveta,Maungu,Town,forests,528.0,8310.23827705516,9624335.567395778,0.0,1.0,0,1.5,0.6,Low
Taita Taveta,Maungu,Town,"protected_areas,rangeland",496.0,13341.146512374247,9630656.195414731,2.0,3.0,0,0.0,1.4,Low
Taita Taveta,Aruba Lodge,Town,"forests,protected_areas",497.0,13744.736191802114,9636976.833109481,2.0,1.0,0,0.0,0.8,Low
Taita Taveta,Aruba Lodge,Town,"protected_areas,rangeland",490.0,13382.326448201407,9643297.480461005,2.0,3.0,0,0.0,1.4,Low
Taita Taveta,Aruba Lodge,Town,"protected_areas,rangeland",478.0,15790.589518768036,9649618.137450326,2.0,3.0,0,0.0,1.4,Low
Taita Taveta,Aruba Lodge,Town,"protected_areas,rangeland",459.0,19992.14699661402,9655938.804058518,2.0,3.0,0,0.0,1.4,Low
Taita Taveta,Manyani,Town,"protected_areas,rangeland",444.0,23868.254000331828,9662259.480266701,2.0,3.0,0,0.0,1.4,Low
Taita Taveta,Manyani,Town,"forests,protected_areas",378.0,22725.661187919108,9668580.166056052,2.0,1.0,0,0.0,0.8,Low
Taita Taveta,Manyani,Town,"forests,protected_areas",346.0,23308.903273895783,9674900.86140779,2.0,1.0,0,0.0,0.8,Low
Kitui,Tsavo,Town,"forests,protected_areas",428.0,23795.493199815282,9681221.566303186,2.0,1.0,0,0.0,0.8,Low
Kitui,Tsavo,Town,"protected_areas,rangeland",421.0,24793.48865711168,9687542.28072356,2.0,3.0,0,0.0,1.4,Low
Kitui,Tsavo,Town,"protected_areas,rangeland",434.0,27263.452293467824,9693863.00465028,2.0,3.0,0,0.0,1.4,Low
Kitui,Tsavo,Town,"protected_areas,rangeland",420.0,30853.877392089093,9700183.738064764,2.0,3.0,0,0.0,1.4,Low
Kitui,Tsavo,Town,"protected_areas,rangeland",433.0,35223.78226843246,9706504.480948474,2.0,3.0,0,0.0,1.4,Low
Kitui,Tsavo,Town,"forests,protected_areas",415.0,40119.26086634457,9712825.233282926,2.0,1.0,0,0.0,0.8,Low
Kitui,Munyuni,Town,"forests,protected_areas",399.0,38933.868171060734,9719145.995049682,2.0,1.0,0,0.0,0.8,Low
Kitui,Munyuni,Town,"forests,protected_areas",391.0,35051.032748747006,9725466.766230348,2.0,1.0,0,0.0,0.8,Low
Kitui,Munyuni,Town,"forests,protected_areas",381.0,31959.206353505313,9731787.546806583,2.0,1.0,0,0.0,0.8,Low
Tana River,Munyuni,Town,"forests,protected_areas",372.0,29904.74899975142,9738108.336760093,2.0,1.0,0,0.0,0.8,Low
Kitui,Munyuni,Town,"protected_areas,rangeland,wetlands",356.0,29108.14873416605,9744429.136072628,2.0,8.0,0,0.0,2.6,Low
Kitui,Munyuni,Town,"forests,protected_areas",365.0,29670.891471651674,9750749.944725988,2.0,1.0,0,0.0,0.8,Low
Kitui,Munyuni,Town,"forests,protected_areas",393.0,31520.254547111945,9757070.76270202,2.0,1.0,0,0.0,0.8,Low
Kitui,Manzui,Town,"forests,protected_areas",405.0,32338.373679216707,9763391.589982618,2.0,1.0,0,0.0,0.8,Low
Kitui,Manzui,Town,"forests,protected_areas",411.0,33837.43670689526,9769712.426549722,2.0,1.0,0,0.0,0.8,Low
Kitui,Manzui,Town,"forests,protected_areas",410.0,36390.397106511904,9776033.272385316,2.0,1.0,0,0.0,0.8,Low
Kitui,Kanziko,Town,"forests,protected_areas",414.0,38041.40367054016,9782354.127471438,2.0,1.0,0,0.0,0.8,Low
Kitui,Kanziko,Town,"forests,protected_areas",432.0,36935.874048699094,9788674.991790166,2.0,1.0,0,0.0,0.8,Low
Kitui,Mutha,Town,"forests,protected_areas",428.0,34716.088243976024,9794995.865323626,2.0,1.0,0,0.0,0.8,Low
Kitui,Mutha,Town,"forests,protected_areas",438.0,32093.05373122894,9801316.74805399,2.0,1.0,0,0.0,0.8,Low
Kitui,Mutha,Town,"forests,protected_areas",436.0,30574.63950118734,9807637.639963478,2.0,1.0,0,0.0,0.8,Low
Kitui,Mutha,Town,"forests,protected_areas",435.0,30327.219316310264,9813958.541034352,2.0,1.0,0,0.0,0.8,Low
Kitui,Mutha,Town,"forests,protected_areas",406.0,31380.870770130005,9820279.451248921,2.0,1.0,0,0.0,0.8,Low
Kitui,Makengesu,Town,"forests,protected_areas",437.0,33103.48012358612,9826600.370589543,2.0,1.0,0,0.0,0.8,Low
Kitui,Makengesu,Town,forests,430.0,35084.379946869034,9832921.299038617,2.0,1.0,0,0.0,0.8,Low
Kitui,Endani,Town,forests,422.0,32133.616938251253,9839242.236578586,2.0,1.0,0,0.0,0.8,Low
Kitui,Endani,Town,forests,433.0,27208.416716305543,9845563.183191946,2.0,1.0,0,0.0,0.8,Low
Kitui,Endani,Town,rangeland,430.0,22980.724768422817,9851884.138861228,2.0,3.0,0,0.0,1.4,Low
Kitui,Endani,Town,forests,440.0,19900.167073566714,9858205.103569014,2.0,1.0,0,0.0,0.8,Low
Kitui,Endau,Town,forests,430.0,18241.519692272297,9864526.07729793,2.0,1.0,0,0.0,0.8,Low
Kitui,Endau,Town,unknown,405.0,18621.46476434683,9870847.060030645,2.0,0.0,0,0.0,0.6,Low
Kitui,Endau,Town,forests,434.0,20996.47654384095,9877168.05174987,2.0,1.0,0,0.0,0.8,Low
Kitui,Endau,Town,forests,442.0,24799.844203992805,9883489.052438367,2.0,1.0,0,0.0,0.8,Low
Kitui,Endau,Town,forests,894.0,29483.888580520856,9889810.062078936,0.0,1.0,0,0.0,0.2,Low
Kitui,Endau,Town,rangeland,463.0,34693.72086004643,9896131.080654424,2.0,3.0,0,0.0,1.4,Low
Kitui,Nuu,Town,forests,477.0,36360.00349860681,9902452.10814772,2.0,1.0,0,0.0,0.8,Low
Kitui,Nuu,Town,forests,489.0,38205.27376533205,9908773.144541757,2.0,1.0,0,0.0,0.8,Low
Kitui,Kakuniike,Town,unknown,488.0,37763.44172561604,9915094.189819513,2.0,0.0,0,0.0,0.6,Low
Kitui,Kakuniike,Town,forests,507.0,36566.790675637865,9921415.243964007,0.0,1.0,0,0.0,0.2,Low
Kitui,Kakuniike,Town,forests,521.0,36445.43864007998,9927736.306958305,0.0,1.0,0,0.0,0.2,Low
Kitui,Kakuniike,Town,forests,529.0,37409.851416702426,9934057.37878551,0.0,1.0,0,0.0,0.2,Low
Kitui,Kakuniike,Town,forests,553.0,39380.33946491156,9940378.459428772,0.0,1.0,0,0.0,0.2,Low
Kitui,Masyungwa,Town,forests,549.0,39452.1948378342,9946699.548871288,0.0,1.0,0,0.0,0.2,Low
Kitui,Masyungwa,Town,forests,540.0,36648.80685671419,9953020.647096287,0.0,1.0,0,0.0,0.2,Low
Tana River,Masyungwa,Town,"forests,protected_areas",491.0,34783.35203109457,9959341.75408705,2.0,1.0,0,0.0,0.8,Low
Tana River,Masyungwa,Town,"forests,protected_areas",480.0,34010.517211847284,9965662.869826896,2.0,1.0,0,0.0,0.8,Low
Tana River,Masyungwa,Town,"forests,protected_areas",466.0,34404.013596027864,9971983.994299186,2.0,1.0,0,0.0,0.8,Low
Tana River,Kora Wells,Town,"forests,protected_areas",439.0,33894.37051706708,9978305.127487328,2.0,1.0,0,0.0,0.8,Low
Tana River,Kora Wells,Town,"forests,protected_areas",440.0,27655.440851336338,9984626.269374764,2.0,1.0,0,0.0,0.8,Low
Tana River,Kora Wells,Town,"forests,protected_areas",418.0,21468.712877471233,9990947.419944985,2.0,1.0,0,0.0,0.8,Low
Tana River,Kora Wells,Town,"forests,protected_areas",396.0,15397.240809600782,9997268.579181518,2.0,1.0,0,0.0,0.8,Low
Tana River,Kora Wells,Town,"forests,protected_areas",287.0,9660.827318732716,10003589.747067938,2.0,1.0,0,1.5,1.2,Low
Isiolo,Kora Wells,Town,forests,334.0,5447.505155198014,10009910.923587857,2.0,1.0,0,1.5,1.2,Low
Isiolo,Kora Wells,Town,forests,401.0,6790.155252234335,10016232.10872493,2.0,1.0,0,1.5,1.2,Low
Isiolo,Kora Wells,Town,forests,427.0,11942.54044510556,10022553.302462848,2.0,1.0,0,0.0,0.8,Low
Isiolo,Kora Wells,Town,forests,482.0,17866.994828916213,10028874.504785353,2.0,1.0,0,0.0,0.8,Low
Isiolo,Kora Wells,Town,forests,498.0,23998.372947974105,10035195.715676222,2.0,1.0,0,0.0,0.8,Low
Isiolo,Benane,Town,rangeland,500.0,25202.38676497807,10041516.935119271,0.0,3.0,0,0.0,0.8,Low
Isiolo,Benane,Town,rangeland,500.0,18898.433373987387,10047838.163098361,0.0,3.0,0,0.0,0.8,Low
Isiolo,Benane,Town,forests,498.0,12618.575091132065,10054159.399597391,2.0,1.0,0,0.0,0.8,Low
Isiolo,Benane,Town,forests,473.0,6433.759295313816,10060480.6446003,2.0,1.0,0,1.5,1.2,Low
Garissa,Benane,Town,forests,418.0,1909.2532596633891,10066801.898091072,2.0,1.0,0,6.0,2.1,Low
Isiolo,Benane,Town,forests,445.0,6781.180232749578,10073123.160053724,2.0,1.0,0,1.5,1.2,Low
Isiolo,Benane,Town,forests,447.0,12977.316004803612,10079444.43047232,2.0,1.0,0,0.0,0.8,Low
Isiolo,Benane,Town,rangeland,417.0,19259.393137584328,10085765.709330957,2.0,3.0,0,0.0,1.4,Low
Isiolo,Benane,Town,forests,391.0,25564.132791227803,10092086.996613778,2.0,1.0,0,0.0,0.8,Low
Isiolo,Merti,Town,rangeland,370.0,30233.954983620923,10098408.292304963,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,337.0,23939.73783305961,10104729.59638873,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,309.0,17669.669750157616,10111050.90884934,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,forests,297.0,11463.44532170169,10117372.22967109,2.0,1.0,0,0.0,0.8,Low
Isiolo,Merti,Town,"floodplains,forests",289.0,5539.954531190096,10123693.55883832,2.0,10.0,0,1.5,3.4,Low
Isiolo,Merti,Town,rangeland,281.0,3171.558256072712,10130014.896335406,2.0,3.0,0,3.0,2.0,Low
Isiolo,Merti,Town,forests,281.0,8337.483753247876,10136336.242146764,2.0,1.0,0,1.5,1.2,Low
Isiolo,Merti,Town,forests,289.0,14458.757100791257,10142657.596256845,2.0,1.0,0,0.0,0.8,Low
Isiolo,Merti,Town,rangeland,306.0,20704.705901405385,10148978.958650146,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,300.0,26988.908907692068,10155300.329311198,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,282.0,33289.709064389695,10161621.708224572,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,280.0,39599.184627410184,10167943.095374875,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,282.0,45913.75920919271,10174264.490746753,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,288.0,52231.583493933416,10180585.894324895,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,294.0,58551.605544577054,10186907.30609402,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,297.0,64873.183037459756,10193228.726038894,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,forests,304.0,71195.90164451719,10199550.154144308,2.0,1.0,0,0.0,0.8,Low
Isiolo,Merti,Town,forests,314.0,77519.48214829466,10205871.590395104,2.0,1.0,0,0.0,0.8,Low
Isiolo,Merti,Town,rangeland,318.0,83843.72953360187,10212193.034776157,2.0,3.0,0,0.0,1.4,Low
Isiolo,Merti,Town,rangeland,325.0,90168.50347914062,10218514.487272372,2.0,3.0,0,0.0,1.4,Low
Marsabit,Marsabit,Town,rangeland,333.0,88997.7566164759,10224835.947868703,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,forests,338.0,85648.22718686152,10231157.416550133,2.0,1.0,0,0.0,0.8,Low
Marsabit,Choba,Town,forests,356.0,82256.17734822739,10237478.893301686,2.0,1.0,0,0.0,0.8,Low
Marsabit,Choba,Town,forests,361.0,79225.15870374654,10243800.378108421,2.0,1.0,0,0.0,0.8,Low
Marsabit,Choba,Town,rangeland,366.0,76598.04174601735,10250121.870955436,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,367.0,74417.61481675832,10256443.371827861,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,389.0,72724.06725910066,10262764.880710872,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,394.0,71551.97894116546,10269086.397589669,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,411.0,70927.20627578517,10275407.922449496,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,443.0,70864.22692571033,10281729.455275634,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,435.0,71364.52825787723,10288050.996053398,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,454.0,72416.43665052947,10294372.544768138,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,469.0,73996.43146024637,10300694.101405242,2.0,3.0,0,0.0,1.4,Low
Marsabit,Choba,Town,rangeland,493.0,76071.61499890567,10307015.665950134,2.0,3.0,0,0.0,1.4,Low
Marsabit,Debel,Town,rangeland,528.0,75884.75886825402,10313337.23838827,0.0,3.0,0,0.0,0.8,Low
Marsabit,Debel,Town,forests,558.0,72749.94758511886,10319658.818705147,0.0,1.0,0,0.0,0.2,Low
Marsabit,Debel,Town,rangeland,541.0,70047.84284174655,10325980.406886294,0.0,3.0,0,0.0,0.8,Low
Marsabit,Debel,Town,rangeland,544.0,67830.17667621475,10332302.002917277,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,bareareas,554.0,65237.70493398773,10338623.606783696,0.0,5.0,0,0.0,1.2,Low
Marsabit,Sololo,Town,"floodplains,rangeland",544.0,58920.03735744902,10344945.218471184,0.0,10.0,0,0.0,2.5,Low
Marsabit,Sololo,Town,rangeland,592.0,52604.85364823601,10351266.837965416,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,608.0,46293.17034403099,10357588.465252096,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,615.0,39986.64504119608,10363910.100316964,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,625.0,33688.17464333371,10370231.743145796,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,633.0,27403.31381327619,10376553.393724402,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,655.0,21144.20187895572,10382875.052038629,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,657.0,14943.229445042183,10389196.718074352,0.0,3.0,0,0.0,0.8,Low
Marsabit,Sololo,Town,rangeland,662.0,8922.449629799923,10395518.391817486,0.0,3.0,0,1.5,1.0,Low
Marsabit,Sololo,Town,rangeland,677.0,4000.9094647914617,10401840.073253978,0.0,3.0,0,3.0,1.4,Low
Marsabit,Sololo,Town,forests,807.0,5700.141550400218,10408161.762369812,0.0,1.0,0,1.5,0.6,Low
Kwale,Kilibazi,Town,"rangeland,wetlands",440.0,43183.78482694751,9536158.192398462,2.0,8.0,0,0.0,2.6,Low
Kwale,Kilibazi,Town,forests,471.0,37999.20996645506,9542478.47734209,2.0,1.0,0,0.0,0.8,Low
Kwale,Kilibazi,Town,forests,586.0,33213.36797389529,9548798.77250504,0.0,1.0,0,0.0,0.2,Low
Kwale,Kilibazi,Town,"floodplains,rangeland",592.0,29024.176719831506,9555119.07786703,0.0,10.0,0,0.0,2.5,Low
Kwale,Bungule,Town,"rangeland,wetlands",554.0,25386.714327453272,9561439.393407835,0.0,8.0,0,0.0,2.0,Low
Taita Taveta,Bungule,Town,forests,550.0,19660.081271850482,9567759.719107285,0.0,1.0,0,0.0,0.2,Low
Taita Taveta,Bungule,Town,forests,528.0,14444.358583468182,9574080.05494526,0.0,1.0,0,0.0,0.2,Low
Taita Taveta,Bungule,Town,forests,471.0,10528.407389527432,9580400.400901696,2.0,1.0,0,0.0,0.8,Low
Taita Taveta,Bungule,Town,forests,499.0,9651.03089995575,9586720.756956577,2.0,1.0,0,1.5,1.2,Low
Taita Taveta,Rukanga,Town,forests,513.0,10657.650651080985,9593041.123089945,0.0,1.0,0,0.0,0.2,Low
Taita Taveta,Rukanga,Town,forests,511.0,13613.372703880628,9599361.499281893,0.0,1.0,0,0.0,0.2,Low
