county,nearest_town,town_size,landcover_types,elevation_m,dist_to_town_m,dist_to_water_m,topographic_hazard,landcover_risk,water_proximity_risk,vulnerability_score,flood_risk_score,risk_category
Turkana,Lokichokio,Town,rangeland,687.0,3021.9487838897553,10467420.621752918,0.0,3.0,0,3.0,1.4,Low
Turkana,Lokichokio,Town,rangeland,681.0,9141.530395547416,10473748.606913332,0.0,3.0,0,1.5,1.0,Low
Turkana,Lokichokio,Town,rangeland,674.0,15430.170105769472,10480076.592091667,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,613.0,21741.662517232817,10486404.577287888,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,594.0,28060.591521447135,10492732.562501969,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,570.0,34382.85724098239,10499060.547733871,0.0,3.0,0,0.0,0.8,Low
Migori,Kabweye,Town,unknown,1356.0,8819.618359229247,9872577.595171044,0.0,0.0,0,1.5,0.3,Low
Migori,Mukuro,Town,unknown,1367.0,6384.619498229252,9878905.586501068,0.0,0.0,0,1.5,0.3,Low
Migori,Mukuro,Town,unknown,1364.0,851.6399445634132,9885233.57784219,0.0,0.0,0,6.0,1.2,Low
Migori,Mukuro,Town,unknown,1346.0,6385.4822099182775,9891561.569194393,0.0,0.0,0,1.5,0.3,Low
Migori,Ayego,Town,unknown,1290.0,7893.924964952596,9897889.560557652,0.0,0.0,0,1.5,0.3,Low
Migori,Kagaga,Town,unknown,1272.0,5913.99491376421,9904217.55193195,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Kagaga,Town,unknown,1274.0,4372.881337550069,9910545.54331726,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Rapedhi,Town,unknown,1314.0,1520.3422075047317,9916873.534713566,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Ndisi,Town,unknown,1364.0,2823.611051709634,9923201.526120845,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Wang'apala,Town,unknown,1387.0,2475.6073308130667,9929529.517539075,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Ogongo,Town,unknown,1253.0,919.4316233579838,9935857.508968238,0.0,0.0,0,6.0,1.2,Low
Homa Bay,North Ruri,Town,unknown,1238.0,1686.2287698150649,9942185.50040831,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Ngondhe,Town,waterbodies,1134.0,4096.987975009223,9948513.491859272,0.0,9.0,0,3.0,2.8,Low
Homa Bay,Ngondhe,Town,waterbodies,1134.0,10419.276349270054,9954841.483321102,0.0,9.0,0,0.0,2.2,Low
Siaya,Ngondhe,Town,waterbodies,1134.0,16745.87999531665,9961169.47479378,0.0,9.0,0,0.0,2.2,Low
Siaya,Asembo,Town,unknown,1174.0,12902.541278041777,9967497.466277286,0.0,0.0,0,0.0,0.0,Low
Siaya,Asembo,Town,waterbodies,1134.0,6752.79313841428,9973825.4577716,0.0,9.0,0,1.5,2.6,Low
Siaya,Asembo,Town,unknown,1162.0,2193.633266719402,9980153.449276699,0.0,0.0,0,3.0,0.6,Low
Siaya,Ndori,Town,wetlands,1220.0,6249.461263374161,9986481.440792562,0.0,8.0,0,1.5,2.3,Low
Siaya,Ndori,Town,unknown,1302.0,1435.4969270866043,9992809.432319172,0.0,0.0,0,6.0,1.2,Low
Siaya,Ngiya,Town,unknown,1241.0,6123.3875116317295,9999137.423856506,0.0,0.0,0,1.5,0.3,Low
Siaya,Ngiya,Town,unknown,1405.0,866.3051872114764,10005465.415404547,0.0,0.0,0,6.0,1.2,Low
Siaya,Sidindi,Town,unknown,1267.0,6006.441893136556,10011793.40696327,0.0,0.0,0,1.5,0.3,Low
Siaya,Sidindi,Town,unknown,1273.0,1767.2023486337637,10018121.398532657,0.0,0.0,0,6.0,1.2,Low
Siaya,Sigomere,Town,unknown,1260.0,1896.277455110751,10024449.390112687,0.0,0.0,0,6.0,1.2,Low
Siaya,Nyapera,Town,unknown,1236.0,7604.764485617368,10030777.381703341,0.0,0.0,0,1.5,0.3,Low
Busia,Nyapera,Town,unknown,1299.0,1488.5581470607679,10037105.3733046,0.0,0.0,0,6.0,1.2,Low
Busia,Buhuyi,Town,unknown,1251.0,5033.313332273166,10043433.364916442,0.0,0.0,0,1.5,0.3,Low
Kakamega,Nalianda,Town,unknown,1234.0,5525.041268471635,10049761.356538847,0.0,0.0,0,1.5,0.3,Low
Busia,Nalianda,Town,unknown,1225.0,2623.949929546248,10056089.348171795,0.0,0.0,0,3.0,0.6,Low
Busia,Khiralere,Town,floodplains,1254.0,2194.9427956460845,10062417.339815268,0.0,10.0,0,3.0,3.1,Low
Busia,Kocholia,Town,unknown,1293.0,2587.8868677997093,10068745.331469243,0.0,0.0,0,3.0,0.6,Low
Busia,Angurai,Town,unknown,1357.0,2274.6420633172843,10075073.323133703,0.0,0.0,0,3.0,0.6,Low
Busia,Angurai,Town,unknown,1347.0,4091.710910350329,10081401.314808628,0.0,0.0,0,3.0,0.6,Low
Turkana,Lokichokio,Town,rangeland,910.0,48167.40691731641,10416784.888053676,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,866.0,41878.83891249381,10423112.880265674,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,861.0,35604.24660316337,10429440.87248712,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,830.0,29352.593951798106,10435768.864718,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,824.0,23142.479020610546,10442096.856958296,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,992.0,17019.432033404166,10448424.849207992,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,774.0,11128.116024733405,10454752.84146707,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,663.0,6172.1984559954735,10461080.833735513,0.0,1.0,0,1.5,0.6,Low
Turkana,Lokichokio,Town,rangeland,642.0,5695.9871225677325,10467408.826013304,0.0,3.0,0,1.5,1.0,Low
Turkana,Lokichokio,Town,forests,1111.0,10338.26256296105,10473736.818300428,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,1043.0,16167.93877836586,10480064.810596863,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,976.0,22271.326495322435,10486392.802902598,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,736.0,28472.95016996861,10492720.795217613,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,653.0,34720.209776177624,10499048.78754189,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,558.0,40992.24573528565,10505376.779875416,0.0,1.0,0,0.0,0.2,Low
Migori,Kabweye,Town,unknown,1454.0,5349.823103694986,9866241.148020027,0.0,0.0,0,1.5,0.3,Low
Migori,Kabweye,Town,unknown,1396.0,2809.270350671726,9872569.14475884,0.0,0.0,0,3.0,0.6,Low
Migori,Suna,Town,unknown,1366.0,2284.936384786509,9878897.141501827,0.0,0.0,0,3.0,0.6,Low
Migori,Mukuro,Town,unknown,1327.0,5476.360183952123,9885225.138248987,0.0,0.0,0,1.5,0.3,Low
Migori,Osogo,Town,unknown,1528.0,1818.4165065032923,9891553.135000309,0.0,0.0,0,6.0,1.2,Low
Migori,Ayego,Town,unknown,1373.0,4372.606959728673,9897881.131755784,0.0,0.0,0,3.0,0.6,Low
Migori,Ayego,Town,unknown,1282.0,1978.2137692936476,9904209.128515406,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Kagaga,Town,unknown,1319.0,3064.1830048278184,9910537.125279164,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Mirogi,Town,unknown,1293.0,5665.534940700133,9916865.122047054,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Okok,Town,unknown,1319.0,1603.6161587770598,9923193.118819065,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Kobondo,Town,unknown,1363.0,3266.3563058303353,9929521.115595192,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Manicha,Town,unknown,1221.0,2143.600229226228,9935849.112375423,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Homabay,Town,waterbodies,1134.0,4311.005541988817,9942177.109159755,0.0,9.0,0,3.0,2.8,Low
Homa Bay,Ngondhe,Town,waterbodies,1134.0,7767.921841896724,9948505.105948176,0.0,9.0,0,1.5,2.6,Low
Homa Bay,Ngondhe,Town,waterbodies,1134.0,12333.55662073614,9954833.10274068,0.0,9.0,0,0.0,2.2,Low
Homa Bay,Pala,Town,waterbodies,1134.0,13815.320803948513,9961161.099537263,0.0,9.0,0,0.0,2.2,Low
Siaya,Asembo,Town,waterbodies,1134.0,13370.359751750924,9967489.096337909,0.0,9.0,0,0.0,2.2,Low
Siaya,Asembo,Town,waterbodies,1134.0,7608.624292858998,9973817.093142616,0.0,9.0,0,1.5,2.6,Low
Siaya,Asembo,Town,waterbodies,1134.0,4135.574369846,9980145.089951375,0.0,9.0,0,3.0,2.8,Low
Siaya,Akala,Town,unknown,1210.0,7099.557344582952,9986473.08676418,0.0,0.0,0,1.5,0.3,Low
Siaya,Akala,Town,unknown,1322.0,806.5464383779591,9992801.08358102,0.0,0.0,0,6.0,1.2,Low
Siaya,Akala,Town,unknown,1226.0,5566.3711541271305,9999129.080401888,0.0,0.0,0,1.5,0.3,Low
Siaya,Ngiya,Town,unknown,1405.0,5507.990159168891,10005457.07722678,0.0,0.0,0,1.5,0.3,Low
Siaya,Sidindi,Town,unknown,1354.0,7410.025997443456,10011785.074055683,0.0,0.0,0,1.5,0.3,Low
Siaya,Sidindi,Town,unknown,1323.0,4685.525072836417,10018113.070888594,0.0,0.0,0,3.0,0.6,Low
Kakamega,Musanda,Town,unknown,1299.0,2339.3606047092053,10024441.067725502,0.0,0.0,0,3.0,0.6,Low
Kakamega,Luanda,Town,unknown,1253.0,4535.537540834869,10030769.064566402,0.0,0.0,0,3.0,0.6,Low
Kakamega,Buhuyi,Town,unknown,1263.0,4261.113033469152,10037097.061411286,0.0,0.0,0,3.0,0.6,Low
Kakamega,Buhuyi,Town,unknown,1283.0,3249.1819007036243,10043425.058260145,0.0,0.0,0,3.0,0.6,Low
Kakamega,Koyonzo,Town,unknown,1256.0,4743.162119978885,10049753.055112971,0.0,0.0,0,3.0,0.6,Low
Bungoma,Nalianda,Town,unknown,1267.0,4248.949997194176,10056081.05196976,0.0,0.0,0,3.0,0.6,Low
Bungoma,Myanga,Town,unknown,1285.0,3958.3903817406904,10062409.048830502,0.0,0.0,0,3.0,0.6,Low
Bungoma,Kimaeti,Town,unknown,1307.0,2090.959754893526,10068737.04569519,0.0,0.0,0,3.0,0.6,Low
Bungoma,Malakisi,Town,unknown,1344.0,137.952851340519,10075065.042563815,0.0,0.0,0,10.0,2.0,Low
Busia,Kolonya,Town,unknown,1407.0,3991.145494421314,10081393.039436372,0.0,0.0,0,3.0,0.6,Low
Bungoma,Cheptais,Town,unknown,1465.0,3344.7948437307055,10087721.036312852,0.0,0.0,0,3.0,0.6,Low
Bungoma,Cheptais,Town,unknown,1436.0,6226.717638595601,10094049.03319325,0.0,0.0,0,1.5,0.3,Low
Turkana,Kakuma,Town,rangeland,1141.0,57150.74347317927,10378808.896748321,0.0,3.0,0,0.0,0.8,Low
Turkana,Kakuma,Town,rangeland,1055.0,54016.95349889662,10385136.8938012,0.0,3.0,0,0.0,0.8,Low
Turkana,Kakuma,Town,rangeland,1214.0,48220.30784183387,10410448.88204854,0.0,3.0,0,0.0,0.8,Low
Turkana,Kakuma,Town,rangeland,837.0,48757.1298799062,10416776.879119301,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,818.0,43095.66580883291,10423104.876193617,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,790.0,37027.84950583648,10429432.873271484,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,967.0,31064.03120245567,10435760.870352894,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,890.0,25277.927091978963,10442088.867437843,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,1022.0,19825.749155773876,10448416.864526322,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,1005.0,15074.290335134621,10454744.861618325,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,630.0,11895.179554264727,10461072.858713847,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,736.0,11655.19335525851,10467400.855812881,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,688.0,14500.99774735265,10473728.85291542,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,784.0,19099.77767381053,10480056.850021457,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,668.0,24482.876602010143,10486384.847130988,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,1129.0,30234.221574724234,10492712.844244005,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,1007.0,36178.61564169896,10499040.841360502,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,546.0,42234.62410475615,10505368.838480473,0.0,1.0,0,0.0,0.2,Low
Migori,Nyabi Kane(is,Town,unknown,1623.0,3176.902236284235,9866236.750829697,0.0,0.0,0,3.0,0.6,Low
Migori,Kabweye,Town,unknown,1433.0,4252.704998453677,9872564.750386966,0.0,0.0,0,3.0,0.6,Low
Migori,Migori,Town,unknown,1381.0,4033.518587653904,9878892.749944802,0.0,0.0,0,3.0,0.6,Low
Migori,Migori,Town,unknown,1490.0,2482.029802459599,9885220.749503206,0.0,0.0,0,3.0,0.6,Low
Migori,Nyasoko,Town,unknown,1429.0,1762.9983699020675,9891548.749062173,0.0,0.0,0,6.0,1.2,Low
Migori,Rapogi,Town,unknown,1420.0,1847.5127189166435,9897876.748621704,0.0,0.0,0,6.0,1.2,Low
Migori,Rapogi,Town,unknown,1490.0,4584.601345831755,9904204.748181798,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Waganjo,Town,unknown,1321.0,8885.472272054065,9910532.747742455,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Waganjo,Town,unknown,1289.0,2718.5261539060198,9916860.747303672,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Obera,Town,unknown,1352.0,1329.527309521558,9923188.746865448,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Ongeng,Town,unknown,1355.0,2933.5133997592425,9929516.746427782,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Lieta,Town,unknown,1277.0,518.7483680305695,9935844.745990675,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Nyalkinyi,Town,urban_areas,1157.0,2183.8486476040785,9942172.745554123,0.0,6.0,0,3.0,2.1,Low
Homa Bay,Got Kokech,Town,waterbodies,1134.0,4943.026209045202,9948500.745118128,0.0,9.0,0,3.0,2.8,Low
Homa Bay,Kandiege,Town,unknown,1258.0,8653.165967943967,9954828.744682686,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Pala,Town,unknown,1146.0,7491.8451582105545,9961156.744247798,0.0,0.0,0,1.5,0.3,Low
Siaya,Pala,Town,waterbodies,1134.0,10051.817111641234,9967484.743813463,0.0,9.0,0,0.0,2.2,Low
Kisumu,Asembo,Town,waterbodies,1134.0,12258.437098160319,9973812.743379677,0.0,9.0,0,0.0,2.2,Low
Kisumu,Kombewa,Town,floodplains,1139.0,9625.830830617126,9980140.742946442,0.0,10.0,0,1.5,2.8,Low
Kisumu,Kombewa,Town,unknown,1191.0,5532.237339536157,9986468.742513755,0.0,0.0,0,1.5,0.3,Low
Kisumu,Kondiko,Town,unknown,1266.0,4798.365849694724,9992796.742081618,0.0,0.0,0,3.0,0.6,Low
Siaya,Kondiko,Town,unknown,1297.0,7101.467867753565,9999124.741650026,0.0,0.0,0,1.5,0.3,Low
Siaya,Yala,Town,unknown,1299.0,8614.388544055242,10005452.741218982,0.0,0.0,0,1.5,0.3,Low
Kakamega,Yala,Town,unknown,1431.0,6575.762160166612,10011780.740788482,0.0,0.0,0,1.5,0.3,Low
Kakamega,Shiatsala,Town,unknown,1361.0,1547.624438524266,10018108.740358526,0.0,0.0,0,6.0,1.2,Low
Kakamega,Butere,Town,unknown,1349.0,1847.8332547884088,10024436.739929112,0.0,0.0,0,6.0,1.2,Low
Kakamega,Luanda,Town,unknown,1312.0,1887.0658586020763,10030764.739500241,0.0,0.0,0,6.0,1.2,Low
Kakamega,Samanzi,Town,unknown,1319.0,1438.5829666916604,10037092.739071911,0.0,0.0,0,6.0,1.2,Low
Kakamega,Mumias,Town,unknown,1332.0,1239.78512885967,10043420.73864412,0.0,0.0,0,6.0,1.2,Low
Kakamega,Koyonzo,Town,unknown,1305.0,2064.1565607182697,10049748.738216866,0.0,0.0,0,3.0,0.6,Low
Bungoma,Bumula,Town,unknown,1326.0,5506.914942673758,10056076.737790152,0.0,0.0,0,1.5,0.3,Low
Bungoma,Bumula,Town,unknown,1294.0,2425.8771379956293,10062404.737363974,0.0,0.0,0,3.0,0.6,Low
Bungoma,Bokoli,Town,unknown,1372.0,5785.289636245856,10068732.736938331,0.0,0.0,0,1.5,0.3,Low
Bungoma,Malakisi,Town,unknown,1377.0,6235.9799428044425,10075060.736513223,0.0,0.0,0,1.5,0.3,Low
Bungoma,Cheptais,Town,unknown,1520.0,7954.70737992201,10081388.73608865,0.0,0.0,0,1.5,0.3,Low
Bungoma,Cheptais,Town,unknown,1564.0,3282.462719412933,10087716.73566461,0.0,0.0,0,3.0,0.6,Low
Bungoma,Cheptais,Town,"forests,protected_areas",2040.0,6193.457960500403,10094044.7352411,0.0,1.0,0,1.5,0.6,Low
Bungoma,Cheptais,Town,"forests,protected_areas",2340.0,12084.305917703172,10100372.734818121,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,1062.0,69931.89323124959,10353492.718322944,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,1022.0,64974.95521100194,10359820.71792089,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,985.0,60275.260981903055,10366148.71751933,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,1140.0,55897.73283596877,10372476.71711826,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,rangeland,975.0,51923.91697441707,10378804.716717677,0.0,3.0,0,0.0,0.8,Low
Turkana,Kakuma,Town,forests,917.0,48453.244883402534,10385132.716317583,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,916.0,45600.744440149116,10391460.715917977,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,848.0,43488.228467719935,10397788.715518856,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,818.0,42226.90262173421,10404116.71512022,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,887.0,41893.719849044675,10410444.71472207,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,764.0,42510.50915426745,10416772.714324405,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,762.0,44037.37256376535,10423100.713927222,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,746.0,39427.75760647414,10429428.71353052,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,875.0,33888.94311416548,10435756.7131343,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,1683.0,28678.563927006675,10442084.71273856,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,1323.0,24011.38814054017,10448412.712343298,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,613.0,20266.244347582946,10454740.711948516,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,forests,595.0,18027.249581569627,10461068.71155421,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,"floodplains,forests",592.0,17869.805902596334,10467396.711160384,0.0,10.0,0,0.0,2.5,Low
Turkana,Lokichokio,Town,"floodplains,forests",570.0,19843.522029033335,10473724.71076703,0.0,10.0,0,0.0,2.5,Low
Turkana,Lokichokio,Town,forests,553.0,23415.549065460666,10480052.710374154,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,552.0,27980.30874663931,10486380.70998175,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,rangeland,533.0,33129.96506302904,10492708.709589822,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,506.0,38631.31709633765,10499036.709198365,0.0,3.0,0,0.0,0.8,Low
Turkana,Lokichokio,Town,rangeland,506.0,44353.690986411195,10505364.708807379,0.0,3.0,0,0.0,0.8,Low
Migori,Nyabasi,Town,unknown,1612.0,2033.394726476533,9859908.412512604,0.0,0.0,0,3.0,0.6,Low
Migori,Taranganya,Town,unknown,1510.0,2915.204329654537,9866236.41228658,0.0,0.0,0,3.0,0.6,Low
Migori,Taranganya,Town,unknown,1445.0,3949.3768452466124,9872564.412060844,0.0,0.0,0,3.0,0.6,Low
Migori,Migori,Town,unknown,1475.0,6840.4235926292495,9878892.411835397,0.0,0.0,0,1.5,0.3,Low
Migori,Thimjope,Town,unknown,1580.0,5673.785916232808,9885220.41161024,0.0,0.0,0,1.5,0.3,Low
Migori,Nduru,Town,unknown,1480.0,4048.986238082685,9891548.41138537,0.0,0.0,0,3.0,0.6,Low
Migori,Awendo,Town,unknown,1457.0,2044.777159798376,9897876.411160788,0.0,0.0,0,3.0,0.6,Low
Migori,Ranen,Town,unknown,1441.0,3507.081633475246,9904204.410936493,0.0,0.0,0,3.0,0.6,Low
Migori,Ranen,Town,unknown,1380.0,6671.4325098177815,9910532.410712484,0.0,0.0,0,1.5,0.3,Low
Migori,Odienya,Town,unknown,1378.0,5895.894645904915,9916860.410488762,0.0,0.0,0,1.5,0.3,Low
Homa Bay,Magina,Town,unknown,1335.0,2312.0396834514613,9923188.410265325,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Marinde,Town,unknown,1415.0,2103.690168488891,9929516.41004217,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Imbo,Town,unknown,1346.0,1641.206139597332,9935844.409819303,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Ligisa Omoya,Town,unknown,1234.0,1320.1319956568202,9942172.409596719,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Nyangweso,Town,unknown,1145.0,1677.9342398481413,9948500.409374416,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Kandiege,Town,unknown,1253.0,3006.657746293771,9954828.409152398,0.0,0.0,0,3.0,0.6,Low
Homa Bay,Pala,Town,unknown,1192.0,1216.3744625703387,9961156.408930661,0.0,0.0,0,6.0,1.2,Low
Homa Bay,Pala,Town,waterbodies,1134.0,6811.08289514038,9967484.408709206,0.0,9.0,0,1.5,2.6,Low
Kisumu,Pala,Town,waterbodies,1134.0,13091.573685991858,9973812.408488031,0.0,9.0,0,0.0,2.2,Low
Kisumu,Kombewa,Town,waterbodies,1134.0,8138.35411566267,9980140.408267139,0.0,9.0,0,1.5,2.6,Low
Kisumu,Kombewa,Town,floodplains,1180.0,2044.9544037025437,9986468.408046525,0.0,10.0,0,3.0,3.1,Low
Kisumu,Kondiko,Town,unknown,1364.0,1915.5072256142573,9992796.407826189,0.0,0.0,0,6.0,1.2,Low
Siaya,Kipasi,Town,unknown,1393.0,3598.1877755696196,9999124.407606134,0.0,0.0,0,3.0,0.6,Low
Siaya,Yala,Town,unknown,1456.0,5614.700943707432,10005452.407386357,0.0,0.0,0,1.5,0.3,Low
Siaya,Yala,Town,unknown,1432.0,746.8766205994219,10011780.407166857,0.0,0.0,0,6.0,1.2,Low
Kakamega,Shiatsala,Town,unknown,1411.0,6667.935090413541,10018108.406947635,0.0,0.0,0,1.5,0.3,Low
Kakamega,Sabatia,Town,unknown,1386.0,1931.158056212628,10024436.40672869,0.0,0.0,0,6.0,1.2,Low
Kakamega,Sabatia,Town,unknown,1333.0,4935.822060019303,10030764.406510022,0.0,0.0,0,3.0,0.6,Low
Kakamega,Mwitoti,Town,unknown,1343.0,927.099194230423,10037092.406291628,0.0,0.0,0,6.0,1.2,Low
Kakamega,Mumias,Town,unknown,1296.0,5373.465120523089,10043420.406073509,0.0,0.0,0,1.5,0.3,Low
Kakamega,Sibembe,Town,unknown,1319.0,6684.727215948471,10049748.405855667,0.0,0.0,0,1.5,0.3,Low
Bungoma,Sibembe,Town,unknown,1368.0,1060.7715353524527,10056076.405638097,0.0,0.0,0,6.0,1.2,Low
Bungoma,Nalondo,Town,unknown,1401.0,1351.247018098011,10062404.4054208,0.0,0.0,0,6.0,1.2,Low
Bungoma,Bokoli,Town,unknown,1500.0,550.9361568074688,10068732.405203778,0.0,0.0,0,6.0,1.2,Low
Bungoma,Chenjeni,Town,unknown,1542.0,6110.651257102607,10075060.404987028,0.0,0.0,0,1.5,0.3,Low
Bungoma,Cheptais,Town,unknown,1588.0,11956.230445164309,10081388.404770551,0.0,0.0,0,0.0,0.0,Low
Bungoma,Cheptais,Town,unknown,1707.0,9510.448909595381,10087716.404554345,0.0,0.0,0,1.5,0.3,Low
Bungoma,Cheptais,Town,protected_areas,2244.0,10864.299262546758,10094044.40433841,0.0,1.0,0,0.0,0.2,Low
Bungoma,Cheptais,Town,"forests,protected_areas",2484.0,15023.46586079005,10100372.404122746,0.0,1.0,0,0.0,0.2,Low
Bungoma,Cheptais,Town,"forests,protected_areas",2786.0,20333.795082927194,10106700.403907351,0.0,1.0,0,0.0,0.2,Low
Bungoma,Cheptais,Town,forests,3117.0,26101.898139381057,10113028.403692227,0.0,1.0,0,0.0,0.2,Low
Bungoma,Kaptalelia,Town,forests,3835.0,31495.151233105033,10119356.40347737,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,1021.0,66335.8314437673,10353492.395712338,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,952.0,61087.7863987616,10359820.395507343,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,915.0,56063.178012538134,10366148.3953026,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,927.0,51327.666795115045,10372476.395098105,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,889.0,46968.77682455838,10378804.39489386,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,859.0,43100.92553716206,10385132.394689864,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,828.0,39867.289046595644,10391460.394486114,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,772.0,37432.59084928028,10397788.394282617,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,740.0,35959.47924337111,10404116.394079363,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,730.0,35567.63423703149,10410444.393876359,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,711.0,36292.09598499473,10416772.3936736,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,703.0,38069.187340274126,10423100.393471088,0.0,1.0,0,0.0,0.2,Low
Turkana,Kakuma,Town,forests,702.0,40761.46447950201,10429428.393268822,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,762.0,37577.04171755873,10435756.393066801,0.0,1.0,0,0.0,0.2,Low
Turkana,Lokichokio,Town,forests,834.0,32955.024317445335,10442084.392865025,0.0,1.0,0,0.0,0.2,Low
